index,filename,poster,title,post
350,15590page120121213025040351342.html,/profiles/PHF84F5163D2S3S/,white swf blocks for sale,im me & we can talk about it.
351,15591page120121213022141179254.html,/profiles/PHF84F5163D2S3S/,help,www.glitch.com/auctions/PHF...
352,15592page120121213024023008947.html,/profiles/PHF84F5163D2S3S/,I have a game for sale,make me an offer
353,15596page120121213021516409019.html,/profiles/PHFP13C56FD2BL8/,Sale Over,Sale over :D  Thanks to everyone who purchased from me to help me get a pickle :D
354,15598page120121213031929097620.html,/profiles/PHFP13C56FD2BL8/,Lots of Cubimals for Sale,"Sno Cone - 5k
Bureaucrat - 5k 

Squid - 7k
Cactus - 7k
Juju - 8k
Greeterbot - 10k
Smuggler - 10k
Deimaginator - 12k
Dustbunny  - 12k

I also have a Friendly emblem for sale for 5k

Please either IM or send me a message in game.  I have multiples of all of the semi-rare cubimals.  Thanks for looking :D"
355,15600page120121213024000484820.html,/profiles/PA9EDDO4FRD2228/,Bag trading !,"Since I only get here between shifts I miss alot of stuff ( like Glitchmas etc) . I have just got back and I noticed that you can now give bags to other players. These inventory bags also travel with the content (tested). So you could sell a bag full of x,y,z,  to any one with negotiated prices. 
 I haven't tested the mailing of inventory bags yet , might do that when the servers are back up. But this is a bit of a plus for moving large quantities of gear or a mixed assortment to new players. 
Unable to do a bag of items via the Auction site yet as you can not list its contents.  I think this has potential ."
356,15601page120121213020738548696.html,/profiles/PHV65DC69VA2OSV/,Emblems for sale 5k,Current stocks all available
357,15602page120121213022646200636.html,/profiles/PHFI3TNVJTC297M/,"All Sold, Thanks!","All Sold, Thanks!"
358,15603page120121213024924181966.html,/profiles/PUV1261BF8F2LBK/,"HELGA 40K, GREETERBOT 8K  ::SOLD::","1x juju
2x squid
1x cactus

also:
greeterbot  8K   SOLD
helga         40K  SOLD

ctc me in game/mail "
359,15604page120121213025548764630.html,/profiles/PUVKT051TAG2L34/,Red f for sale,"Got a red f someone randomly gave me. I don't collect these things and I don't know what sort of price they fetch, so would someone like to make me an offer?"
360,15607page120121213031615805911.html,/profiles/PHFM0PHNTUC2S8E/,Semi-rare Cubimal AUCTION - no reserve! Cheap cheap! Highest bidder takes it home! (look inside),"So I'm not having a whole lot of luck selling my semi-rare cubimals outright. So I want to auction them off - starting at VERY low prices. And no reserve! If you're the high bidder at the end of the auction, even if it's only 500c, you win!

How It Will Work

Below is a list of the cubimals up for auction, numbered and listed with a minimum opening bid. Please format your bids like this:

 Cubi #1 - 1000c (or whatever your bid is)

Keep the increments to 100 for nice round numbers. :)

Here's the inventory: (current high bidder and current price in parentheses)

1. Juju - starting bid 800c (sir rachel 1400c)
2. Juju - starting bid 800c (AndreaB 900c)
3. Juju - starting bid 800c (diaveborn 800c)
4. Squid - starting bid 800c (AndreaB 900c)
5. Squid - starting bid 800c (diaveborn 800c)
6. Squid - starting bid 800c (sir rachel 1400c)
7. Snocone - starting bid 500c (diaveborn 700c)
8. Snocone - starting bid 500c (AndreaB 700c)
9. Cactus - starting bid 500c (AndreaB 700c)
10. Cactus - starting bid 500c (sir rachel 1600c)
11. Bureaucrat - starting bid 1000c (diaveborn 1000c)
12. Deimaginator - starting bid 1000c (Kimmy Whimmy 1500c)

The highest bidder at 11:59pm Central Standard Time on January 16, 2012 will be the winner! I will contact winners the next day on January 17. Keep them, sell them, drop them in Marylpole Mount... I don't care. They'll be all yours to do with what you like!

I'll edit the original post with high bidders as I have time, so nobody has to scroll through and figure out what the high bid is for any given cubi.

Good luck and happy bidding!"
361,15613page120121213030053363978.html,/profiles/PUVND644NMF2MG7/,"Sno-cone,  Bureaucrat, JuJu & Cactus cubimals!","Bureaucrat 9K
Sno-Cone 6K
JuJu 6K
Cactus 5K

Message me in-game (or mail me) if interested!"
362,15614page120121213031439941601.html,/profiles/PHV6C84JR2821C3/,"[SOLD] Selling Friedrich Nietzsche Doll for 90,000C","Did the Giants create Dolls, or Dolls create Giants?

Ponder the answer to this and so much more with your very own Nietzsche doll. Mint condition. Never been cuddled.

Replying here is fine, but better to IM or mail in game."
363,15617page120121213025259200627.html,/profiles/PUVBKN54PRE2VUI/,<Ended>,"Gah! I am drowning in *stuff*. Please help me clean out my bags. IM me in game and I'll TP to meet you for the sale items. If I'm not in-game, leave a note here and I'll get back to you.

For Sale:

JuJu Cubimal: SOLD

Emblems: 4500 each

	Cosma (1)
	Tii (1)
	Lem (1)
	Mab (1)
	Humbaba (1)

Mailed free to good or abusive homes, I don't care. If nobody wants them, I will force them on some poor unsuspecting newbie:

found abusive homes for all, thanks"
364,15620page120121213031400739304.html,/profiles/PUVKC94RPTE2AC1/,Juju and Deimaginator cubimals for sale,"Asking 5k for the Juju, and 10k for the Deimaginator. IM me or reply here if you're interested!"
365,15621page120121213031831325814.html,/profiles/PUV5PR0NIHE2RO4/,Post Deleted,Deleted.
366,15623page120121213025903807000.html,/profiles/PHFPNPEPCFD25V9/,"Selling Emblems, or trade them for Friendly-FINISHED","So this is what I have:
1 each:
Lem, SOLD
Pot, SOLD
Spriggan,
Alph, SOLD
Cosma,
and Humbaba.*

All emblems are 5000 each.**
Thank you for looking, and if interested, IM me while in the game.

* The Humbaba emblem is being disputed over in a separate thread, and may not be available for long.
** Due to the statement above, the Humbaba emblem will sell to the bidder with the best offer."
367,15624page120121213022659674472.html,/profiles/PUVRKF7GK5F23CF/,Kal's Animal Hatching and Tree Planting Service,"Want an animal hatched or a tree planted? I'm the person for the job! Just tell me what you want and where, and I'll come and do it for you! I provide my own transportation, seasoned eggs, seasoned beans and everything else needed! Best of all is the price! Absolutely free of charge! Add me to your friends list and contact me by IM when I'm in the game, or join the group and message me in group chat whenever you'd like your new animal or tree!"
368,15626page120121213031522942207.html,/profiles/PCR15F8V8LL1IJ1/,Trading for Mab emblems,"I need a few Mab emblems. I have Pot, Spriggan, Alph, Friendly, Grendaline, or Tii to trade. Any takers?"
369,15628page120121213025513892092.html,/profiles/PUVE6862FCG2F99/,Selling Emblems 3.5k each,"I'm looking to get rid of a bunch of emblems for 3.5k each.  You can leave a message here, IM or mail me in-game with what you want.  Here's the list, I'll try to keep it up to date:

Friendly - 9
Zille - 12
Spriggan - 9
Grendaline - 9
Cosma - 9
Tii - 8
Mab - 9
Humbaba - 8
Alph - 9
Lem - 8
Pot - 8"
370,15629page120121213022200749140.html,/profiles/PUVK46QGM9G2ANO/,CUBIES IN CEBARKUL,"I am on a high ledge in Cebarkul selling Cubimals.  (Not any commons like frog, chick, or pigs)

Stock is constantly changing.  Please pay me a visit! Or IM me in game for my list and prices!

Happy Glitching!

--Jess"
371,15634page120121213023918468961.html,/profiles/PUV5PR0NIHE2RO4/,Will Trade Rook For Rube - DONE!,IM me in game please.
372,15638page120121213025956858275.html,/profiles/PUV563SF6OH26BV/,Will trade emblems for cubimals or 5K each,"I have all emblems and need these cubimals:
deimaginator, gwendolyn, helga, magic rock, rook, rube, uncle friendly, and yeti. I will trade or just sell emblems for 5K each. IM if you are interested!"
373,15643page120121213021214090202.html,/profiles/PHVHN86I5H228T6/,Looking for Uncle Friendly and Rube cubies,See above. Mail me in game please!
374,15645page120121213031647646054.html,/profiles/PUVVV4CSM9E28MG/,will trade emblems for caterpillars,"I need 10 caterpillars :) and have alph, zille, humbabba, friendly, grendaline or lem to trade. So I'm thinking 2 emblems for 10 fuzzy worms..............any takers??"
375,15647page120121213030737407112.html,/profiles/PUVKOKEUN8G2MJO/,"Zille Icons, 55,000.",I have 5 to sell.
376,15649page120121213025454431622.html,/profiles/PUV7256APMF27SV/,Emblems for sale!,"Selling a bunch of emblems at 4k each. Will iconize 11 of the Lem emblems for 40K if you'd like.

Zille - 4
Tii - 4
pot - 4
Humbaba - 6
Mab - 3
Cosma - 2
Grendaline - 2
Alph - 3
Friendly - 3

LEM - 13 (will ""iconize"" or bundle 11 for 40k)

Message, IM or reply here with your order!"
377,15650page120121213030810794715.html,/profiles/PUVE09M6NGH239C/,Seeking Spriggan emblems for trade,"I've got:

Alph: 3
Tii: 2
Mab: 1
Cosma: 1
Lem: 1
Humbaba: 1

Send me message or IM if i'm on. Should be on this afternoon/evening."
378,15651page120121213031316925891.html,/profiles/PHVN15TC3P62BI0/,Lem Icon for sale - 40k,"I have one Lem Icon for sale - 40k currants.
or...
I will trade it for 8 Lem emblems.
Thanks."
379,15655page120121213021745902947.html,/profiles/PUVOVQFHBGH2E4J/,Free 'F block' and cubimal to give away. Selling my other cubimals for 4K each,"Hi guys :-) So I have an F block I want to give away. First person who says they want it will get it. Also, I have a butterfly cubimal, a piggy cubimal, and a chick cubimal. I want to give one away - so first person who says they want a cubimal will get one (you have to also say which one you want). The other two I want to sell for 4K each (or nearest offer), or I am willing to trade :-)"
380,15656page120121213031203835803.html,/profiles/PUV89PBTCNF26U4/,LF Señor Funpickle and Rook Cubimal,"Another Glitch who joined post-release and would love to get one of the ""Special Items only Beta Testers Get"".  So, if you'd consider parting with your Funpickle or a Rook Cubimal, let me know and hopefully we can work something out."
381,15657page120121213023226125819.html,/profiles/PA95CTDT2PD2A1S/,"Cheap Cubis. Deimaginator, Greeterbot,Bureaucrat.","Having just completed my collection have a few to get rid of:

Deimaginator  5k

Greeterbot  5k

Bureaucrat 5k

Cactus 1k

Crab x2  500"
382,15663page120121213025630467871.html,/profiles/PUVG3SFU9AG240I/,Helga,"I happen to have an extra Helga.  I don't know what it's worth, but I don't need it."
383,15671page120121213030201889844.html,/profiles/PUVJQI7MGPE2PTB/,Delete,Delete
384,15672page120121213024801260042.html,/profiles/PUVUFSA7CTH254G/,Cubimal sale - Semi Rares and FREE commons - Updated 2/09,"Frog - 500c each
Batterfly - 500c each
Crab - 1000c each
Firefly - 1000c each
Sno-Cone Vendor - 6k each
Bureaucrats - 8k each
Juju - 10k - SOLD OUT
Cactus - 9k each
Squid - 9k each - SOLD OUT
Deimaginator - 10k each
Dust Bunny - 10k each - SOLD OUT
Smuggler - 10k each
Greeterbot - 10k each
Helga - 55k each
Yeti - 75k each - SOLD OUT

I also have pigs, chicks and butterflies. If you want one of those for free post here or IM me and I'll send you one!"
385,15676page120121213022259505694.html,/profiles/PUVGI68DJ9G2P24/,Selling: Emblem of Grendaline for 4k,IM Me.
386,15689page120121213030917476134.html,/profiles/PHF37VVPE4D2UUT/,Gwendolyn Cubimal for sale or trade,"So yeah, some kind soul gave me a cute Chick Cubimal... now I have a 5-a-day Cubimal habit. Don't start on the Cubimals kids, mmmmkay? That said: for those of us are already all messed up on Cubes, here's a sweet, sweet, cute as a button little

Gwendolyn for sale, 80k

Want to trade instead? I need:
 
Smuggler - but that's not going to do it on its own
Greeterbot - nor is this
Uncle Friendly - because it's nice to be friendly
Helga - because hell yeah
Yeti - because I didn't get this one yeti... see what I did there?
Rook - come on, a guy can dream, can't he? Maybe I have something, or even several things, that could sweeten this exchange if you're inclined?

Talk to me!
mofaha"
387,15695page120121213021948261632.html,/profiles/PUVOVQFHBGH2E4J/,Chick and Butterfly Cubimals for 3K each! Or nearest offer,I have a chick and butterfly cubimal. How about 3K for one of them? Or nearest offer :-)
388,15696page120121213022510242541.html,/profiles/PHVI100U7N6214T/,"Second Farmer's Market - Sunday, January 22nd, 2012","Join us for our second Farmer's Market! Bring your goods and items to sell or just drop on by to pick up what you need.

Date: Sunday, January 22nd, 2012
Time: Noon CST til everyone leaves!
Location: Marrakesh Meadoes, Groddle Meadow

Glinvite automatically changes the time over to your time zone: bit.ly/z80Qdb

Here is how the market works: 
a) Independent vendors or stores can set up an area for selling or bartering their goods. Bring a sheet of paper and list what you are selling or trading for and drop it on the ground next to you. If you do not have penpersonship skill, mail me a sheet of paper and what you would like written on it in-game before the market. 
b) All transactions can be trade or purchased in currants. 
c) To start a transaction please use the in game ""Trade"" menu option on the player menu (this will help avoid any confusion in the chats). 
d) The trading parties will barter and settle on what they believe to be a fair trade or price. If they can not come to an agreement, then please cancel the trade. 
e) Feel free to announce your goods and location in the chats.

To keep up with future events or have a more active role, join Trader Glitches Farmer's Market:
www.glitch.com/groups/RDOGR..."
389,15699page120121213020742159434.html,/profiles/PIF3P1905R61D2U/,SELLING GNG MUSICBLOCK,"I am selling the gng musicblock.
Please post your price in this thread and highest price may win."
390,15700page120121213021624622267.html,/profiles/PUVS5VDOROE2D66/,Semi-Rare Cubimals for Sale,"Bureaucrat (3) - 8k
Juju (2) - 6k
Sno (2) - 6k"
391,15701page120121213021157365139.html,/profiles/PCR45R93AUT1EMH/,Selling semi-rare cubimals: 5k each,"I have the following cubimals for sale (5000 currants each):

bureaucrat (3)
squid (3)
juju (2)
cactus (1)

I will make an honest effort to get the desired cubimal to the first person that claims it in this thread (or the first 5 that claim the squid, etc.: depends on how many I have of each)."
392,15703page120121213025859367825.html,/profiles/PHVQ024095A2FQ8/,Selling a complete set of Dolls - make me an offer!,"says it on the tin - if there was a tin, which there isnt."
393,15705page120121213030814124097.html,/profiles/PHFPNPEPCFD25V9/,Bureaucrat and Cactus Cubimals.....,"Alright, so I have:
Bureaucrat x2- 7k
Cactus  6.5k

Contact me anytime....."
394,15708page120121213024252174625.html,/profiles/PHVFECQ07792LBS/,Cubimals for 5000 c each (semi-rare),"I have the following:
bureaucrat
squid (3)
cactus (2)
dust bunny (3)
sno cone 
Find me in game or IM me!"
395,15709page120121213025647911956.html,/profiles/PHFL2R7SI2D2U8A/,My Friedrich Nietzsche doll for your Ayn Rand doll,Contact me in game :)
396,15710page120121213025520285130.html,/profiles/PCR10H57OAV1816/,"Trade a Rube for a Rook. - Done, thanks! :D",who says I do? :)
397,15714page120121213022731780341.html,/profiles/PUVLGU07D8D2VJS/,"Selling emblems: Alph, Cosma, Grendaline, Humbaba (1 of each) SOLD!!",I would prefer currants since I just (today!) completed my Icon collection. I believe 5K is fairly usual. Please add me or IM me in the game - whatever you like. I would most appreciate it. :-D
398,15716page120121213023402677888.html,/profiles/PUVVILGJCUF27V0/,Looking for a Rook Cubi!  - FOUND,Please tell me what you want for yours!!!
399,15717page120121213022823440465.html,/profiles/PHVABLN44H22DKA/,Looking for Tii-Emblems.,I still need some (five) Emblems of Tii for my first Icon. I will pay 4500c for each. Please IM me in game if you are interested or just reply here. Thank you.
400,15720page120121213020648107782.html,/profiles/PCRE9GAUINS1F64/,Looking for an old style tree poison for collectors purposes.,"I am looking for an old style tree poison. if you have an extra one, can you please say what you would like for it below?"
401,15721page120121213023823213729.html,/profiles/PHVV7FSVIB82HG9/,The Chia and Dreidre Corporate Animal Sales,"Looking for a new addition to the household? Contact miachia_FS or Dreidre via Instant Message, Mail, or this thread for great deals on piglets, catapillars and chicks! 
Chicks: 260c 
Catapillars: 560c 
Piglets: 360c 
Three piglets: 1000c (saves 80c)
Two catapillars + 1 chick: 1300 (saves 80c) 
5 piglets: 1750c (saves 50c)"
402,15724page120121213024319685009.html,/profiles/PUVK46QGM9G2ANO/,RUBE FOR ROOK!,"Looking to trade my rube cubimal for a rook ASAP. Please IM me in game

<3"
403,15740page120121213021722659799.html,/profiles/PHFSPFJHV2D2TOD/,"5 white swf blocks, 4 white f blocks, and one red f block (free!)","I have 5 white swf blocks, 4 white f blocks, and one red f block. I'm trying to get rid of them, so if you're interested in taking them off my hands, you can just have them for free. Message me in game if you're interested."
404,15744page120121213030556509653.html,/profiles/PM1HDTV02402DBO/,Trading a Greetbot for a UncleFriendly.,I'm online on and off during the day. Let me know when you'd be online to do the trade.
405,15746page120121213025613602130.html,/profiles/PHFRJ945A3D2FMO/,A really crappy lotto if you ask me...,"You better be online if you win, cause that's a lot of crap to have sitting in your mailbox!

http://glitch.no-ip.biz/"
406,15751page120121213025714718949.html,/profiles/PHV9HLKUC5A2CPC/,Selling bureaucrat and cactus cubis. 4k each!,"Here's what I have, all 4k. Respond here or contact me in game :)

CUBIMALS (4k): 
Bureaucrat x2
Cactus x3
Juju SOLD OUT
Squid SOLD OUT
Sno Cone SOLD OUT

EMBLEMS (4k): 
Alph SOLD OUT
Friendly SOLD OUT
Grendaline SOLD OUT
Humbaba SOLD OUT
Spriggan SOLD OUT"
407,15752page120121213031326445109.html,/profiles/PM160L3RN902ASQ/,Making tools for people for FREE,Need a tool? IM me in game and I'll make one for you. You don't have to pay one currant! :)
408,15754page120121213021539198871.html,/profiles/PA9G8I2SEJD27U9/,Bigger Bags - done,"If it's possible to trade bigger bags, I have lots to give away. 1000 currents per bag should be a good deal for you. IM me. :-)"
409,15765page120121213025707685044.html,/profiles/PUVN52GJ31H20NB/,For Sale: semi rares & rare (Magic Rock),"You can reply here or contact me by mail or IM in game if you'd like to buy any of these. :-)
Available:Magic Rock - 75k (SOLD)

1 Bureaucrat - 7k
2 Cactus - 5k each
2 Deimaginator - 7k (SOLD) 
1 Dustbunny - 7k
1 JuJu - 6k (SOLD)
1 Smuggler - 7k   (SOLD) 
2 Sno Cone Vendor - 5k each "
410,15766page120121213030840634103.html,/profiles/PHFDLEJLI4D2JJF/,"[W] Humbaba [O] Spriggan, Lem, Pot and Zille",You know what to do. :)
411,15767page120121213030118514096.html,/profiles/PUVJO10217D2I3E/,Greeterbot for sale!,"8K!  I decided to take my chances with a toy vendor, and didn't get a rook!  lol  Just asking what I paid for it.  :D  

SOLD"
412,15785page120121213031816961017.html,/profiles/PA9T8Q9677E20UC/,Closed,Closed - all gone!
413,15786page120121213030446920886.html,/profiles/PUVFRIHJS5D259C/,Selling Spriggan emblem for 5K.,"Get in touch with me if you are interested in buying... 
xox"
414,15789page120121213031154269692.html,/profiles/PHVHVMKM9G92N10/,Sharing my herb garden,"Hi,

I live in a big firebog house in Kalavana. I have 12 herb plots, and since 6 is enough for me, I would like to share the 6 other, with somebody who would share also half of his/her crop patches. :) 
So we could both grow herbs and crops!

Anyone interested?"
415,15790page120121213023320662029.html,/profiles/PHFTTPBQ52D2EAM/,"Buying Ayn Doll for 150k, Helga Cubi for 60k, Gwen for 70k",The title pretty much tells the story. I am looking for any of these three items. Just PM or Mail me in-game if you would like to sell one. I might be willing to budge on the prices a bit depending on the market and such.
416,15797page120121213022018757518.html,/profiles/PA9CN5V85SD28GO/,Rook for sale --- SOLD,"I have a rook cubi for sale, 350K. IM me in game."
417,15798page120121213030111136312.html,/profiles/PUV95LJVTHF26QI/,"Selling Deimaginator, Dustbunny, Cactus.","I'm selling three cubimals, feel free to haggle. :)

Cactus 6k
Dustbunny 9k
Deimaginator 9k"
418,15800page120121213030315558276.html,/profiles/PM13E4IBD40298J/,Philosopher Doll Set,I have a complete set of 3 dolls for sale. Please mail your bid to me if interested. Currants only. No trades accepted. Best offer by Sunday night. :) Thanks!
419,15801page120121213025856132228.html,/profiles/PHFSP0PMGCD2VA4/,Icon of Pot for sale!,"50K currants, O.B.O."
420,15808page120121213024153949523.html,/profiles/PUV15ST9EHG2QHG/,DELETE, 
421,15814page120121213030723495611.html,/profiles/PUV46J7MS8D2HCS/,Ludwig for sale 150k,Write me!
422,15818page120121213024818094521.html,/profiles/PA94NH11CGD2IIF/,Friedrich Nietzsche doll SOLD,IM me :)
423,15825page120121213023517909410.html,/profiles/PHVH5JAOJN624QH/,Common cubimals for sale,"For sale to best offer received by 10PM PST tomorrow, 1/21/12. 

2X Butterflies
2X Fireflies
1X Chick
1X Piggy
1X Batterfly

Will also consider trades for stacks of basic resources, particularly barnacles or barnacle talc."
424,15834page120121213020835757790.html,/profiles/PUVI3920VSF2744/,Dustbunny cubimal for sale 8k,What the title says... IM me or mail me if im offline :)
425,15838page120121213025903119241.html,/profiles/PA94NH11CGD2IIF/,CACTUS cubimal for sale 5k,IM me  :)
426,15841page120121213023543653502.html,/profiles/PUVK6V0JJ7H2FPN/,Piggy Cubimals for sale.,Looking for 2000 or Humbaba icons. Hit me up in game!
427,15842page120121213024406843435.html,/profiles/PHFQLOVSFFD2RUL/,"Juju, Cactus, and Smuggler Cubimals for sale!  Cactus is 4K","Juju and Smuggler are 5K.  Cactus is 4K.  I woul prefer that you meet me in the game.  I am looking for Uncle Friendly.

                                                           Thank you!
                                                         Zeo Ki"
428,15850page120121213020540472878.html,/profiles/PHFQLOVSFFD2RUL/,Selling Juju for 6K,"If anybody wants a Juju, it's 6K!"
429,15855page120121213022111011617.html,/profiles/PHVM4JT9U0C2D7T/,Selling Funpickle [CLOSED!],"EDIT: GNG and funpickle have both sold. Thanks for the interest!
"
430,15856page120121213031639752450.html,/profiles/PUVKP5SOG7D29S2/,Seeking GNG music box.,Willing to pay good price.  Please let me know your asking price if you have one to sell.
431,15858page120121213031707778653.html,/profiles/PHVR01MK9H72POU/,Buying game show tickets 250 each!,250c each I'll buy as many as you have.
432,15859page120121213020600668001.html,/profiles/PHV8R0H0UM72Q5H/,Selling Chakra Phool House With Extras (Closed),"I am selling my house.  It has 12 plots and I am leaving 12 of each seed type in the cabinet and a full crop of Purple to help you get started.  Please friend and/or contact me in game if you are interested.

www.glitch.com/realty/LDOHQ...

[edit] Not looking for any recompense :)"
433,15867page120121213021223922038.html,/profiles/PUV5KIKU5AG2A8M/,Glitchen Writers: We need your submissions!,"Sometimes all you want to do after a long day of squeezing chickens or tuning bubbles is to settle down with a good book. Plain Crystal Publishing is an independent press based in Groddle Heights. We aim to publish a broad range of Glitchen titles in both fiction and non-fiction, and we need your submissions!

We're currently interested in manuscripts of up 1000 characters (i.e. the length of one standard note), which means that we're looking primarily for flash fiction, serial fiction, and very short non-fiction chapbooks including (but not limited to) personal travelogues, biographies and how-to guides.

Manuscripts can be sent to the Publisher (Candidia) either as a Note (if you happen to have Penpersonship), as a message through the Mail system, or as an IM. 

Check out our group to read up on how to order our current titles and to find out more about us:
http://www.glitch.com/groups/RNV6RS1G86K2R5K/"
434,15868page120121213031647489745.html,/profiles/PUVCQFL2DRG2BQH/,The Glitch Paper Co.,"The Glitch Paper Co.
Founded on 'Wabday', the Seventh of Eleventy. 
 

 
What Do We Do? 
Everything Paper! If you're having a party and need invitations written and sent out? Tell us! For a low, flat rate, we will get as many as you need out!
 
 
How We Do It?
 Our staff, fully experienced with Penpersonship, understand that the Pen, or should I say Quill, is mightier than the sword! We will professionally write each note with TLC! Within the 1,000 character limit, we will make sure your note is well written! You just tell us how many notes you need, what you need said and when you need them back! For an extra fee, we will send them to who you want by the using the great and powerful mailbox outside our headquarters in the 2500 Block of Marlan Bias in Alakol!
 
 
Interested in working with us?
Just post here, IM me or send me a message by mail! We are always looking for people great and writing, organizing and mailing!
 
 
Prices
 Each note is at a low rate of four currants. Occasionally we do have special offers, coupons and more! 
To be distributed around Ur by our staff, there will be an additional fee of two currants per note. 

We are planning to start having special promotions and discounts once business starts to grow!

Group Page
Thanks, and we are looking forward to using us soon!"
435,15870page120121213025804690936.html,/profiles/PUVO62HJ4EE21A4/,"SOLD! Selling 1 Uncle Friendly cubimal 120k, willing to negotiate lower:)","I'd *like* 120,000c for him but I'm willing to go lower or look at item trades or partial item trades.

Post your offers here or catch me in-game.  =)"
436,15878page120121213022323202138.html,/profiles/PUV15ST9EHG2QHG/,DELETE, 
437,15879page120121213022944392896.html,/profiles/PA94NH11CGD2IIF/,SOLD," 
 "
438,15883page120121213031513422989.html,/profiles/PHFJ2TUT55D27OL/,WTT 50K House for 7.5K Bog house,"Hi all

Please let me know if you're after a 50k house / have a 7.5k bog house you'd like to trade!!

lydi"
439,15885page120121213022659565056.html,/profiles/PM1H4VJ4ED22MV5/,Buying Emblems,"Either post here with the quantities you have and the  price you want for them,  or IM me in game. :)"
440,15886page120121213022516791888.html,/profiles/PUVBGIONSAE2D86/,Wittgenstein for Ayn Rand,I need this trade. Need it bad. Somebody help me.
441,15887page120121213021955201752.html,/profiles/PUVHPNKPHOE2Q8A/,Selling Cubimals,"Hello, I'm selling various Cubimals and would like to have some buyers. here they are...

5x Chick - 750 currants each
6x Piggies - 750 currants each
3x Butterflies - 750 currants each

1x Crab - 2.5k
2x Frog - 2.5k each
1x Firefly - 2.5k
1x Batterfly - 2.5k

1x Cactus - 9k
1x Sno Cone Vendor - 9k
1x Demaginator - 17k

Send Me a Message to buy them! Thank you for reading! :D"
442,15893page120121213022210549715.html,/profiles/PHF5OOP5N4D22RM/,Trading Dust Bunny / Sno Cone Cubimal,"Hey all, I'd like to trade my dust bunny or my sno cone vendor!"
443,15897page120121213023553297767.html,/profiles/PHFSKQ90T0D20BV/,"Bunches of cubimals (bureaucrat, deimaginator, dustbunny, etc)","Feeding my cubimal addiction leads to duplicates. I have the following, prices fairly flexible:

-bureaucrat 8k
-cactus 5k
-deimaginator 12k
-dustbunny 10k
-juju 5k
-squid (2x) 5k, or if you buy both a total of 8k

also, a frog and a crab can be had for basically anything. I'm partial to gameshow tickets.

Everything above also available for equivalent trade, ask away!"
444,15900page120121213025359192021.html,/profiles/PIFMLQQO2CB1IH0/,looking to trade icon and currants for 11 emblems!,"i need 11 emblems to make an icon for a quest and dont care to spend the time making one since i already have all 11 icons. 
So im looking for somebody willing to trade 11 emblems for the icon it makes instead of making it themeselves. Now i know its less convenient then making it yourself...so im also offering 1000 currants as part of the trade!"
445,15906page120121213020825238195.html,/profiles/PHVLQ8CSCB52UUB/,A stack of guano for 1500 Currants thread.,"Just list your name here, I can only give out one stack at a time, since it is hard to collect, will appreciate people that can help out. (Donations too :P)"
446,15907page120121213031830841256.html,/profiles/PUVO62HJ4EE21A4/,~*Miso George's Firefly Service*~,"I have been collecting them and realised my whole house is now full of firefly jars.  Fireflies that I have no use for.  ~O.o~

Why have I been collecting them, you might ask?  Well the truth is I just love that sweet little firefly whistle song.  It makes me happy.  *^___^*

So if you would like to buy some firefly jars from me please post here or catch me in-game.  A full jar will be 400c each.  No limit on how many you can buy, I have literally at least 50 in my house right now.  I cannot even carry how many I have that is why I've been dropping them at home!

---------------- Also! -------------------
If you want to just use the fireflies (for crystals!) and send me back the empty jars your price is then... FREE!  Post here if you'd like to make use of this service!  Or of course catch me in-game!
--------------------------------------------

Please note! --> If you are taking advantage of the service and have mailed me in-game please also post your name here so that I can keep track of you more easily ok? :)"
447,15913page120121213031121538588.html,/profiles/PA9O6A3F67E224V/,Semirare Cubimals for 4500C,"Cactus x5
Bureaucrat x4
JuJu x3
Greeterbot x2
Squid x4
Sno Cone
Deimaginator

4500C each - Cheaper than the vendor!

Any commons you want you can have for free (Chick, pig, batter, butter, crab, fire, frog)."
448,15917page120121213025322021741.html,/profiles/PUVIAV92RCG2MKQ/,Buying Certain Cubimals,"I want to buy these cubimals:

Uncle Friendly
Helga
Magic Rock
Rook
Rube
Yeti"
449,15918page120121213031803799799.html,/profiles/PA9E6LH5DPD2M71/,Cancelled.  Sorry!,Will pay 4k for any Zille emblems (up to 7).  Contact me in game please.  Thanks!
450,15919page120121213031400911244.html,/profiles/PUVKC94RPTE2AC1/,Juju and Deimaginator cubimals for sale!,6k for each -- pm me or reply here if you're interested!
451,15920page120121213024235527717.html,/profiles/PHFCOIG9VTC2A2Q/,Icon of Humbaba for sale.,I have an extra ICON of HUMBABA that I just don't want. Offers?
452,15922page120121213022921618675.html,/profiles/PA94NH11CGD2IIF/,"Yeti, Squid, Dustbunny, Juju and Cactus Cubimals for sale","Yeti - 65k SOLD
Squid - 6k
Dustbunny - 6k SOLD
Juju  - 5k
Cactus - 5k"
453,15923page120121213023425264538.html,/profiles/PUV6EUK6L6G267M/,Trading for Emblems of Pot,"I am looking to collect emblems of Pot, and I have a few miscellaneous emblems to trade for them on a 1:1 basis. If you're willing to trade, then please send me a message or a reply on this topic.

So far I have the following emblems to offer for emblems of Pot:
- Zille
- Friendly (Reserved)
- Mab
- Lem

Anybody who is willing to trade will also receive 3 pieces of fancy food for their trouble. Some Awesome Stew, maybe? Ribs? Flummery? Braised Beef? Fancy Grilled Cheese? For anything specific, please request; otherwise, enjoy the surprise! "
